person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status,loan_burden,loan_burden_category,credit_score_category,income_category,age_category
25.0,male,Associate,78765.0,2,MORTGAGE,10000.0,EDUCATION,12.99,0.13,2.0,653,No,0,0.12695994413762457,Medium,Average,Medium,Young
22.0,male,Bachelor,54879.0,0,RENT,9000.0,PERSONAL,7.9,0.16,3.0,596,No,0,0.16399715738260537,Medium,Average,Medium,Young
23.0,female,Bachelor,55153.0,2,RENT,9000.0,EDUCATION,5.99,0.16,3.0,591,Yes,0,0.16318241981397205,Medium,Average,Medium,Young
21.0,male,High School,55000.0,3,RENT,9000.0,MEDICAL,8.49,0.16,3.0,659,Yes,0,0.16363636363636364,Medium,Average,Medium,Young
22.0,female,High School,54910.0,1,RENT,9000.0,EDUCATION,14.26,0.16,3.0,654,No,0,0.16390457111637224,Medium,Average,Medium,Young
22.0,male,Master,78714.0,0,MORTGAGE,12800.0,EDUCATION,5.99,0.16,4.0,624,Yes,0,0.16261402037756942,Medium,Average,Medium,Young
23.0,male,Bachelor,79229.0,4,MORTGAGE,7000.0,VENTURE,8.49,0.09,4.0,712,Yes,0,0.0883514874603996,Low,Good,Medium,Young
26.0,female,Associate,78857.0,2,OWN,4800.0,HOMEIMPROVEMENT,13.49,0.06,2.0,633,Yes,0,0.06086967548854255,Low,Average,Medium,Adult
22.0,male,Master,55101.0,1,RENT,9000.0,EDUCATION,11.48,0.16,4.0,551,Yes,0,0.16333641857679534,Medium,Poor,Medium,Young
26.0,male,Master,71759.0,0,MORTGAGE,8000.0,MEDICAL,15.99,0.11,2.0,653,No,1,0.1114842737496342,Medium,Average,Medium,Adult
26.0,male,High School,54637.0,3,RENT,9000.0,DEBTCONSOLIDATION,10.39,0.16,2.0,703,No,0,0.1647235389937222,Medium,Good,Medium,Adult
22.0,male,High School,54929.0,0,RENT,9000.0,PERSONAL,14.35,0.16,4.0,598,Yes,0,0.16384787634946932,Medium,Average,Medium,Young
26.0,male,Associate,78723.0,5,MORTGAGE,5000.0,DEBTCONSOLIDATION,5.42,0.06,4.0,642,Yes,0,0.06351383966566315,Low,Average,Medium,Adult
25.0,female,Associate,48281.0,6,RENT,9000.0,VENTURE,15.23,0.19,4.0,613,No,1,0.18640873221350013,Medium,Average,Medium,Young
23.0,male,Associate,78862.0,0,MORTGAGE,4000.0,EDUCATION,11.49,0.05,4.0,650,Yes,0,0.050721513529963735,Low,Average,Medium,Young
24.0,male,Bachelor,78869.0,1,OWN,4400.0,PERSONAL,16.89,0.06,2.0,603,No,0,0.05578871292903422,Low,Average,Medium,Young
23.0,female,Bachelor,79200.0,0,MORTGAGE,16500.0,VENTURE,7.49,0.21,3.0,528,No,0,0.20833333333333334,Medium,Poor,Medium,Young
23.0,male,Associate,79348.0,2,MORTGAGE,3600.0,VENTURE,7.49,0.05,3.0,662,Yes,0,0.04536976357312093,Low,Average,Medium,Young
24.0,female,High School,56466.0,0,RENT,9000.0,MEDICAL,5.79,0.16,3.0,625,Yes,0,0.1593879502709595,Medium,Average,Medium,Young
26.0,male,Doctorate,56282.0,3,RENT,9000.0,PERSONAL,7.14,0.16,3.0,681,Yes,0,0.15990902952986746,Medium,Good,Medium,Adult
24.0,male,Bachelor,56442.0,0,RENT,9000.0,PERSONAL,13.22,0.16,3.0,595,No,0,0.15945572446050812,Medium,Average,Medium,Young
23.0,male,Associate,56322.0,2,RENT,9000.0,PERSONAL,9.99,0.16,3.0,621,No,0,0.15979546180888463,Medium,Average,Medium,Young
25.0,female,High School,57087.0,1,RENT,9000.0,MEDICAL,11.01,0.16,3.0,564,No,0,0.15765410688948447,Medium,Poor,Medium,Young
24.0,male,Associate,56838.0,6,RENT,9000.0,EDUCATION,11.49,0.16,4.0,647,Yes,0,0.15834476934445266,Medium,Average,Medium,Young
25.0,female,High School,57431.0,4,RENT,9000.0,DEBTCONSOLIDATION,7.51,0.16,3.0,501,Yes,0,0.15670979087949016,Medium,Poor,Medium,Young
22.0,male,Master,58424.0,0,RENT,9000.0,EDUCATION,12.53,0.15,4.0,625,Yes,0,0.1540462823497193,Medium,Average,Medium,Young
23.0,female,High School,78819.0,2,MORTGAGE,18000.0,DEBTCONSOLIDATION,9.99,0.23,4.0,605,Yes,0,0.2283713317854832,Medium,Average,Medium,Young
22.0,female,Associate,58958.0,3,RENT,9000.0,DEBTCONSOLIDATION,7.88,0.15,2.0,652,Yes,0,0.15265103972319277,Medium,Average,Medium,Young
22.0,male,High School,78838.0,0,OWN,7000.0,VENTURE,11.49,0.09,4.0,626,Yes,0,0.08878966995611254,Low,Average,Medium,Young
26.0,female,Bachelor,79036.0,2,MORTGAGE,20500.0,EDUCATION,6.99,0.26,2.0,655,No,0,0.25937547446733134,Medium,Average,Medium,Adult
26.0,male,Bachelor,58585.0,6,RENT,9000.0,PERSONAL,8.94,0.15,3.0,626,Yes,0,0.15362294102585985,Medium,Average,Medium,Adult
25.0,male,Bachelor,58749.0,3,RENT,9000.0,PERSONAL,13.79,0.15,2.0,658,No,0,0.15319409692079866,Medium,Average,Medium,Young
22.0,male,High School,60358.0,0,RENT,9000.0,PERSONAL,14.35,0.15,4.0,586,No,0,0.14911030849266046,Medium,Average,Medium,Young
24.0,female,Bachelor,78637.0,6,MORTGAGE,9600.0,EDUCATION,11.99,0.12,3.0,558,Yes,0,0.12207993692536592,Medium,Poor,Medium,Young
25.0,female,Bachelor,60739.0,5,RENT,9000.0,DEBTCONSOLIDATION,12.69,0.15,3.0,675,No,0,0.14817497818535044,Medium,Good,Medium,Young
25.0,female,Bachelor,78767.0,4,MORTGAGE,12000.0,PERSONAL,7.49,0.15,4.0,703,No,0,0.15234806454479669,Medium,Good,Medium,Young
24.0,female,Associate,78918.0,4,MORTGAGE,6000.0,PERSONAL,10.99,0.08,2.0,640,Yes,0,0.07602828252109785,Low,Average,Medium,Young
26.0,male,Bachelor,79393.0,4,MORTGAGE,8000.0,HOMEIMPROVEMENT,6.99,0.1,3.0,614,Yes,0,0.10076455103094731,Medium,Average,Medium,Adult
20.0,male,Associate,78837.0,0,MORTGAGE,4800.0,EDUCATION,9.99,0.06,2.0,598,Yes,0,0.06088511739411698,Low,Average,Medium,Young
23.0,male,High School,60893.0,0,RENT,9000.0,PERSONAL,12.18,0.15,4.0,692,No,0,0.1478002397648334,Medium,Good,Medium,Young
26.0,male,Associate,60633.0,4,RENT,9000.0,EDUCATION,6.17,0.15,4.0,579,No,0,0.14843402107763098,Medium,Poor,Medium,Adult
26.0,female,Associate,61171.0,2,RENT,9000.0,HOMEIMPROVEMENT,7.66,0.15,3.0,540,Yes,0,0.14712854130225106,Medium,Poor,Medium,Adult
26.0,male,Associate,62335.0,5,RENT,9000.0,DEBTCONSOLIDATION,8.94,0.14,2.0,554,Yes,0,0.14438116627897649,Medium,Poor,Medium,Adult
24.0,female,Bachelor,78714.0,0,MORTGAGE,14000.0,EDUCATION,8.49,0.18,3.0,611,No,0,0.17785908478796655,Medium,Average,Medium,Young
23.0,male,Associate,78722.0,3,MORTGAGE,2275.0,DEBTCONSOLIDATION,11.01,0.03,2.0,651,Yes,0,0.028899164147252358,Low,Average,Medium,Young
25.0,female,Associate,79138.0,4,MORTGAGE,1200.0,HOMEIMPROVEMENT,10.99,0.02,2.0,680,Yes,0,0.015163385478531173,Low,Good,Medium,Young
24.0,female,High School,78658.0,2,MORTGAGE,8000.0,MEDICAL,10.99,0.1,3.0,624,Yes,0,0.10170612016578097,Medium,Average,Medium,Young
23.0,female,Bachelor,62086.0,1,RENT,9000.0,EDUCATION,10.99,0.14,2.0,575,Yes,0,0.14496021647392326,Medium,Poor,Medium,Young
24.0,female,Associate,62062.0,3,RENT,9000.0,MEDICAL,5.79,0.15,3.0,687,No,0,0.14501627404853212,Medium,Good,Medium,Young
22.0,male,Bachelor,62469.0,2,RENT,9000.0,EDUCATION,15.33,0.14,4.0,573,No,0,0.14407145944388416,Medium,Poor,Medium,Young
23.0,male,Bachelor,78832.0,2,MORTGAGE,8500.0,EDUCATION,15.23,0.11,3.0,641,No,0,0.10782423381367973,Medium,Average,Medium,Young
26.0,female,High School,62338.0,1,RENT,9000.0,DEBTCONSOLIDATION,13.61,0.14,2.0,566,No,0,0.14437421797298597,Medium,Poor,Medium,Adult
23.0,male,High School,78915.0,0,MORTGAGE,7000.0,MEDICAL,6.99,0.09,4.0,677,Yes,0,0.08870303491098017,Low,Good,Medium,Young
26.0,male,Associate,78522.0,3,MORTGAGE,12000.0,HOMEIMPROVEMENT,10.99,0.15,4.0,653,Yes,0,0.15282341254680218,Medium,Average,Medium,Adult
26.0,female,Bachelor,63426.0,8,RENT,9000.0,EDUCATION,8.0,0.14,4.0,669,Yes,0,0.1418976444991013,Medium,Average,Medium,Adult
23.0,male,High School,63389.0,2,RENT,9000.0,VENTURE,12.69,0.14,2.0,648,No,0,0.14198046979759896,Medium,Average,Medium,Young
24.0,female,Master,78773.0,2,MORTGAGE,8000.0,EDUCATION,5.99,0.1,2.0,671,No,0,0.10155764030822743,Medium,Good,Medium,Young
22.0,female,Associate,63442.0,2,RENT,9000.0,MEDICAL,10.65,0.14,3.0,631,Yes,0,0.14186185807509222,Medium,Average,Medium,Young
22.0,male,Bachelor,79015.0,0,MORTGAGE,8000.0,DEBTCONSOLIDATION,6.99,0.1,3.0,599,Yes,0,0.10124659874707334,Medium,Average,Medium,Young
26.0,male,Bachelor,79112.0,3,MORTGAGE,14400.0,HOMEIMPROVEMENT,9.99,0.18,3.0,617,Yes,0,0.18202042673677823,Medium,Average,Medium,Adult
23.0,male,Associate,78918.0,0,MORTGAGE,5400.0,DEBTCONSOLIDATION,8.9,0.07,3.0,611,Yes,0,0.06842545426898806,Low,Average,Medium,Young
23.0,female,High School,79362.0,1,MORTGAGE,10000.0,EDUCATION,7.49,0.13,2.0,594,No,0,0.1260048889896928,Medium,Average,Medium,Young
23.0,male,Bachelor,78883.0,1,MORTGAGE,13600.0,EDUCATION,15.62,0.17,2.0,591,Yes,0,0.17240723603311234,Medium,Average,Medium,Young
21.0,male,Associate,63578.0,0,RENT,9000.0,EDUCATION,11.83,0.14,4.0,650,Yes,0,0.14155840070464626,Medium,Average,Medium,Young
22.0,female,Master,63484.0,2,RENT,9000.0,PERSONAL,14.11,0.14,3.0,587,No,0,0.14176800453657615,Medium,Average,Medium,Young
24.0,female,High School,78937.0,2,MORTGAGE,1525.0,PERSONAL,5.42,0.02,3.0,532,Yes,0,0.019319203922115103,Low,Poor,Medium,Young
24.0,male,Master,64203.0,1,RENT,9000.0,VENTURE,7.9,0.14,2.0,672,Yes,0,0.14018036540348583,Medium,Good,Medium,Young
24.0,female,Master,64224.0,3,RENT,9000.0,DEBTCONSOLIDATION,7.49,0.14,4.0,653,Yes,0,0.14013452914798205,Medium,Average,Medium,Young
23.0,female,Associate,64652.0,2,RENT,9000.0,VENTURE,12.09,0.14,3.0,598,Yes,0,0.1392068304151457,Medium,Average,Medium,Young
23.0,male,Bachelor,65727.0,2,RENT,9000.0,DEBTCONSOLIDATION,12.21,0.14,4.0,607,Yes,0,0.13693002875530605,Medium,Average,Medium,Young
23.0,male,Associate,79075.0,1,MORTGAGE,7000.0,DEBTCONSOLIDATION,8.49,0.09,3.0,683,Yes,0,0.08852355358836547,Low,Good,Medium,Young
24.0,female,Master,78850.0,0,OWN,6000.0,PERSONAL,6.99,0.08,2.0,688,Yes,0,0.07609384908053266,Low,Good,Medium,Young
22.0,male,Bachelor,65690.0,0,RENT,9000.0,DEBTCONSOLIDATION,15.96,0.14,3.0,643,No,0,0.13700715481808495,Medium,Average,Medium,Young
26.0,male,High School,78693.0,0,MORTGAGE,4000.0,DEBTCONSOLIDATION,5.42,0.05,3.0,635,Yes,0,0.05083044235192457,Low,Average,Medium,Adult
24.0,female,Master,78415.0,1,MORTGAGE,10000.0,PERSONAL,11.99,0.13,4.0,670,No,0,0.12752662118217178,Medium,Average,Medium,Young
26.0,male,Master,79095.0,0,MORTGAGE,11500.0,HOMEIMPROVEMENT,7.49,0.15,4.0,657,Yes,0,0.14539477843100068,Medium,Average,Medium,Adult
25.0,female,Master,58643.0,2,RENT,9000.0,HOMEIMPROVEMENT,15.05,0.15,3.0,549,No,1,0.15347100250669304,Medium,Poor,Medium,Young
24.0,female,Master,79146.0,2,MORTGAGE,2000.0,HOMEIMPROVEMENT,5.42,0.03,3.0,631,Yes,0,0.025269754630682536,Low,Average,Medium,Young
22.0,female,High School,71870.0,2,MORTGAGE,4900.0,HOMEIMPROVEMENT,15.62,0.07,4.0,631,No,1,0.06817865590649784,Low,Average,Medium,Young
25.0,female,Bachelor,67147.0,1,RENT,9000.0,EDUCATION,10.99,0.13,4.0,697,Yes,0,0.1340342829910495,Medium,Good,Medium,Young
24.0,female,Master,79206.0,0,MORTGAGE,20000.0,DEBTCONSOLIDATION,11.01,0.25,3.0,683,Yes,0,0.25250612327348937,Medium,Good,Medium,Young
25.0,female,Master,67088.0,3,RENT,9000.0,HOMEIMPROVEMENT,11.11,0.13,2.0,630,Yes,0,0.13415215835917005,Medium,Average,Medium,Young
21.0,male,Bachelor,72000.0,0,MORTGAGE,5000.0,HOMEIMPROVEMENT,9.99,0.07,2.0,661,No,1,0.06944444444444445,Low,Average,Medium,Young
24.0,male,High School,79193.0,1,MORTGAGE,5500.0,HOMEIMPROVEMENT,5.79,0.07,3.0,609,Yes,0,0.0694505827535262,Low,Average,Medium,Young
26.0,male,Bachelor,66953.0,4,RENT,9000.0,VENTURE,11.01,0.13,2.0,604,Yes,0,0.13442265469807177,Medium,Average,Medium,Adult
26.0,female,Bachelor,78842.0,8,MORTGAGE,10000.0,VENTURE,7.29,0.13,3.0,689,No,0,0.1268359503817762,Medium,Good,Medium,Adult
24.0,male,Master,79311.0,0,MORTGAGE,10000.0,MEDICAL,5.79,0.13,2.0,669,Yes,0,0.12608591494244178,Medium,Average,Medium,Young
24.0,female,Associate,67098.0,0,RENT,9000.0,HOMEIMPROVEMENT,14.72,0.13,2.0,612,Yes,0,0.13413216489314136,Medium,Average,Medium,Young
23.0,female,Bachelor,79259.0,2,MORTGAGE,10800.0,PERSONAL,10.0,0.14,4.0,583,Yes,0,0.13626212796023165,Medium,Average,Medium,Young
26.0,male,High School,54802.0,3,RENT,9050.0,DEBTCONSOLIDATION,7.29,0.17,3.0,668,Yes,0,0.165139958395679,Medium,Average,Medium,Adult
26.0,male,Bachelor,46818.0,2,RENT,9100.0,VENTURE,15.37,0.19,2.0,672,Yes,0,0.1943696868725704,Medium,Good,Medium,Adult
23.0,female,High School,52549.0,0,RENT,9100.0,VENTURE,13.24,0.17,2.0,644,No,1,0.17317170640735313,Medium,Average,Medium,Young
24.0,male,High School,67238.0,2,RENT,9100.0,MEDICAL,11.01,0.14,2.0,652,Yes,0,0.1353401350426842,Medium,Average,Medium,Young
22.0,male,High School,70069.0,0,RENT,9100.0,DEBTCONSOLIDATION,11.49,0.13,4.0,642,Yes,0,0.12987198333071687,Medium,Average,Medium,Young
25.0,male,Bachelor,79052.0,4,MORTGAGE,5000.0,PERSONAL,7.29,0.06,4.0,585,No,0,0.0632495066538481,Low,Average,Medium,Young
22.0,male,Master,36912.0,3,RENT,9150.0,MEDICAL,10.59,0.25,2.0,593,Yes,0,0.24788686605981794,Medium,Average,Low,Young
24.0,male,Associate,78701.0,1,OWN,9000.0,EDUCATION,7.29,0.11,4.0,583,Yes,0,0.11435686967128753,Medium,Average,Medium,Young
22.0,male,High School,28263.0,0,RENT,9200.0,PERSONAL,9.88,0.33,2.0,644,No,1,0.3255139227965892,High,Average,Low,Young
24.0,male,High School,78966.0,0,MORTGAGE,10000.0,HOMEIMPROVEMENT,7.66,0.13,4.0,641,Yes,0,0.12663678038649545,Medium,Average,Medium,Young
22.0,male,Master,78875.0,2,MORTGAGE,10000.0,VENTURE,11.11,0.13,3.0,681,Yes,0,0.12678288431061807,Medium,Good,Medium,Young
26.0,female,Master,35865.0,3,RENT,9200.0,DEBTCONSOLIDATION,7.49,0.26,3.0,613,No,1,0.25651749616617875,Medium,Average,Low,Adult
21.0,female,Associate,36779.0,0,RENT,9200.0,DEBTCONSOLIDATION,6.62,0.25,3.0,564,No,1,0.25014274450093804,Medium,Poor,Low,Young
24.0,female,Bachelor,78982.0,1,MORTGAGE,6000.0,VENTURE,5.42,0.08,3.0,699,Yes,0,0.07596667595148261,Low,Good,Medium,Young
21.0,male,Associate,52455.0,0,RENT,9200.0,MEDICAL,8.94,0.18,2.0,615,No,0,0.17538842817653227,Medium,Average,Medium,Young
23.0,male,Bachelor,78693.0,2,OWN,9600.0,PERSONAL,14.17,0.12,4.0,582,Yes,0,0.12199306164461897,Medium,Average,Medium,Young
22.0,female,Bachelor,60798.0,2,RENT,9200.0,EDUCATION,6.92,0.15,4.0,571,Yes,0,0.15132076713049772,Medium,Poor,Medium,Young
23.0,male,Bachelor,61011.0,4,RENT,9200.0,EDUCATION,15.68,0.15,2.0,463,Yes,0,0.15079248004458212,Medium,Poor,Medium,Young
23.0,male,Bachelor,79069.0,0,MORTGAGE,13750.0,VENTURE,9.62,0.17,3.0,704,No,0,0.17389874666430585,Medium,Good,Medium,Young
24.0,male,Master,79129.0,5,MORTGAGE,20000.0,EDUCATION,14.09,0.25,3.0,629,No,0,0.25275183561020614,Medium,Average,Medium,Young
23.0,male,Bachelor,78859.0,4,MORTGAGE,7300.0,VENTURE,9.99,0.09,3.0,651,No,0,0.09257028367085558,Low,Average,Medium,Young
22.0,male,Bachelor,75198.0,0,RENT,9200.0,PERSONAL,12.98,0.12,3.0,590,Yes,0,0.12234367935317429,Medium,Average,Medium,Young
23.0,male,Associate,79714.0,0,RENT,9200.0,MEDICAL,11.86,0.12,2.0,541,Yes,0,0.11541260004516145,Medium,Poor,Medium,Young
24.0,male,Associate,93754.0,6,RENT,9200.0,DEBTCONSOLIDATION,6.03,0.1,3.0,646,No,0,0.09812914648974977,Low,Average,High,Young
22.0,male,Master,79021.0,0,MORTGAGE,3000.0,MEDICAL,10.36,0.04,3.0,681,Yes,0,0.03796459169081637,Low,Good,Medium,Young
25.0,female,High School,71827.0,0,MORTGAGE,3600.0,HOMEIMPROVEMENT,12.98,0.05,3.0,625,No,1,0.050120428251214724,Low,Average,Medium,Young
21.0,male,Master,72043.0,0,MORTGAGE,25000.0,MEDICAL,9.99,0.35,4.0,624,No,1,0.3470149771664145,High,Average,Medium,Young
25.0,female,Bachelor,99217.0,2,RENT,9200.0,MEDICAL,6.03,0.09,3.0,683,No,0,0.09272604493181612,Low,Good,High,Young
22.0,female,High School,76942.0,0,RENT,9225.0,EDUCATION,5.99,0.12,4.0,576,No,0,0.11989550570559643,Medium,Poor,Medium,Young
24.0,female,Bachelor,78921.0,0,OWN,12000.0,VENTURE,6.17,0.15,4.0,510,Yes,0,0.15205078496217736,Medium,Poor,Medium,Young
21.0,male,Master,16412.0,0,RENT,9250.0,DEBTCONSOLIDATION,12.53,0.56,3.0,707,No,1,0.5636119912259322,High,Good,Low,Young
25.0,male,Associate,78867.0,5,OWN,12000.0,VENTURE,12.61,0.15,4.0,504,Yes,0,0.15215489368176804,Medium,Poor,Medium,Young
23.0,female,Master,29941.0,1,RENT,9250.0,VENTURE,6.54,0.31,3.0,650,No,1,0.3089409171370362,High,Average,Low,Young
22.0,female,Bachelor,29831.0,0,RENT,9250.0,HOMEIMPROVEMENT,8.94,0.31,2.0,649,No,1,0.31008011799805574,High,Average,Low,Young
25.0,female,Bachelor,30828.0,2,RENT,9250.0,EDUCATION,8.59,0.3,4.0,682,No,1,0.3000519008693396,High,Good,Low,Young
25.0,female,Bachelor,31125.0,4,RENT,9250.0,VENTURE,10.75,0.3,3.0,671,No,1,0.2971887550200803,Medium,Good,Low,Young
25.0,male,Associate,31780.0,3,RENT,9250.0,MEDICAL,6.54,0.29,3.0,545,No,1,0.2910635619886721,Medium,Poor,Low,Young
21.0,male,Master,79140.0,0,OWN,5000.0,MEDICAL,5.79,0.06,4.0,677,Yes,0,0.06317917614354308,Low,Good,Medium,Young
22.0,female,High School,79002.0,1,MORTGAGE,10000.0,EDUCATION,13.35,0.13,4.0,624,No,0,0.126579073947495,Medium,Average,Medium,Young
24.0,female,Bachelor,78912.0,4,MORTGAGE,2000.0,MEDICAL,9.62,0.03,3.0,659,Yes,0,0.02534468775344688,Low,Average,Medium,Young
23.0,male,Associate,79144.0,0,MORTGAGE,9000.0,EDUCATION,7.88,0.11,3.0,651,No,0,0.11371676943293238,Medium,Average,Medium,Young
22.0,female,Bachelor,33482.0,0,RENT,9250.0,DEBTCONSOLIDATION,13.11,0.28,4.0,659,No,1,0.27626784540947374,Medium,Average,Low,Young
21.0,female,High School,79442.0,2,MORTGAGE,8400.0,VENTURE,11.86,0.11,4.0,595,Yes,0,0.10573751919639486,Medium,Average,Medium,Young
24.0,male,Master,78807.0,1,OWN,3500.0,EDUCATION,6.76,0.04,4.0,724,No,0,0.044412298399888334,Low,Good,Medium,Young
23.0,male,Bachelor,79016.0,3,MORTGAGE,6250.0,VENTURE,6.76,0.08,2.0,588,Yes,0,0.07909790422192974,Low,Average,Medium,Young
24.0,female,Bachelor,34044.0,2,RENT,9250.0,MEDICAL,12.87,0.27,3.0,648,No,1,0.2717072024438961,Medium,Average,Low,Young
23.0,male,High School,79450.0,1,OWN,10000.0,MEDICAL,13.98,0.13,4.0,674,Yes,0,0.12586532410320955,Medium,Good,Medium,Young
25.0,male,Master,79248.0,7,MORTGAGE,10000.0,MEDICAL,10.75,0.13,4.0,636,Yes,0,0.12618614980819706,Medium,Average,Medium,Young
25.0,male,High School,79126.0,1,MORTGAGE,7000.0,VENTURE,14.72,0.09,3.0,486,Yes,0,0.08846649647397821,Low,Poor,Medium,Young
25.0,male,Associate,78848.0,0,MORTGAGE,15000.0,PERSONAL,11.12,0.19,4.0,587,No,0,0.19023944805194806,Medium,Average,Medium,Young
23.0,female,Associate,35454.0,1,RENT,9250.0,VENTURE,14.35,0.26,3.0,574,No,1,0.26090144976589386,Medium,Poor,Low,Young
24.0,female,High School,78892.0,4,MORTGAGE,7000.0,DEBTCONSOLIDATION,13.61,0.09,3.0,645,No,0,0.08872889519849922,Low,Average,Medium,Young
24.0,male,Bachelor,35690.0,0,RENT,9250.0,DEBTCONSOLIDATION,13.57,0.26,3.0,611,No,1,0.2591762398430933,Medium,Average,Low,Young
22.0,male,Associate,79029.0,1,MORTGAGE,13000.0,DEBTCONSOLIDATION,10.38,0.16,2.0,609,Yes,0,0.16449657720583583,Medium,Average,Medium,Young
22.0,female,High School,79009.0,0,MORTGAGE,13000.0,PERSONAL,14.35,0.16,4.0,591,Yes,0,0.1645382171651331,Medium,Average,Medium,Young
22.0,male,Bachelor,38055.0,1,RENT,9250.0,MEDICAL,14.11,0.24,4.0,559,No,1,0.24306924188674287,Medium,Poor,Low,Young
22.0,female,Bachelor,40361.0,0,RENT,9250.0,MEDICAL,14.46,0.23,4.0,662,No,1,0.22918163573746933,Medium,Average,Medium,Young
23.0,female,High School,45024.0,2,RENT,9250.0,PERSONAL,16.32,0.21,4.0,655,Yes,0,0.2054459843638948,Medium,Average,Medium,Young
24.0,male,Associate,79037.0,3,MORTGAGE,11000.0,PERSONAL,11.49,0.14,2.0,630,No,0,0.13917532295001075,Medium,Average,Medium,Young
21.0,male,High School,47858.0,0,RENT,9250.0,PERSONAL,9.91,0.19,4.0,555,Yes,0,0.19328012035605333,Medium,Poor,Medium,Young
23.0,male,Master,78544.0,1,MORTGAGE,14400.0,VENTURE,7.51,0.18,3.0,654,Yes,0,0.18333672845793442,Medium,Average,Medium,Young
23.0,male,Bachelor,78945.0,0,MORTGAGE,5500.0,EDUCATION,7.88,0.07,3.0,709,No,0,0.06966875672936855,Low,Good,Medium,Young
23.0,female,Associate,48602.0,1,RENT,9250.0,EDUCATION,16.07,0.19,2.0,609,Yes,0,0.19032138595119544,Medium,Average,Medium,Young
26.0,male,High School,78943.0,6,MORTGAGE,10950.0,HOMEIMPROVEMENT,7.88,0.14,2.0,647,No,0,0.1387076751580254,Medium,Average,Medium,Adult
22.0,male,Bachelor,79188.0,0,MORTGAGE,3800.0,MEDICAL,11.12,0.05,4.0,631,Yes,0,0.04798706874779007,Low,Average,Medium,Young
26.0,female,Bachelor,79173.0,6,MORTGAGE,22000.0,VENTURE,17.19,0.28,2.0,612,Yes,0,0.2778725070415419,Medium,Average,Medium,Adult
22.0,male,Bachelor,81178.0,0,RENT,9300.0,DEBTCONSOLIDATION,11.01,0.11,3.0,622,Yes,0,0.11456305895686024,Medium,Average,High,Young
26.0,female,High School,71519.0,3,MORTGAGE,9800.0,EDUCATION,11.49,0.14,4.0,583,No,1,0.13702652442008417,Medium,Average,Medium,Adult
25.0,male,Master,78815.0,1,MORTGAGE,15000.0,MEDICAL,11.86,0.19,3.0,543,Yes,0,0.19031910169384,Medium,Poor,Medium,Young
25.0,male,Associate,78979.0,2,OWN,8700.0,VENTURE,7.88,0.11,3.0,682,Yes,0,0.11015586421707035,Medium,Good,Medium,Young
22.0,male,Associate,79018.0,0,MORTGAGE,10000.0,EDUCATION,7.88,0.13,2.0,624,Yes,0,0.12655344351919814,Medium,Average,Medium,Young
23.0,female,High School,85461.0,0,RENT,9325.0,MEDICAL,10.91,0.11,3.0,628,Yes,0,0.10911409882870549,Medium,Average,High,Young
23.0,female,Bachelor,79023.0,0,MORTGAGE,7000.0,MEDICAL,7.14,0.09,3.0,616,Yes,0,0.08858180529719195,Low,Average,Medium,Young
22.0,male,Associate,60711.0,0,RENT,9350.0,EDUCATION,7.49,0.15,3.0,676,Yes,0,0.1540083345686943,Medium,Good,Medium,Young
24.0,male,Bachelor,78678.0,0,MORTGAGE,8000.0,VENTURE,7.51,0.1,4.0,696,No,0,0.10168026640229798,Medium,Good,Medium,Young
22.0,male,High School,36784.0,0,RENT,9375.0,PERSONAL,11.71,0.25,2.0,541,No,1,0.2548662461939974,Medium,Poor,Low,Young
22.0,female,High School,78873.0,2,MORTGAGE,8100.0,DEBTCONSOLIDATION,13.11,0.1,4.0,655,No,0,0.10269674032939029,Medium,Average,Medium,Young
22.0,male,Associate,79217.0,1,MORTGAGE,6000.0,VENTURE,11.01,0.08,2.0,625,No,0,0.07574131815140689,Low,Average,Medium,Young
25.0,male,Master,72016.0,3,MORTGAGE,20000.0,EDUCATION,11.36,0.28,2.0,628,No,1,0.2777160630970895,Medium,Average,Medium,Young
26.0,male,Associate,71868.0,6,MORTGAGE,20000.0,HOMEIMPROVEMENT,13.48,0.28,3.0,690,No,1,0.2782879723938331,Medium,Good,Medium,Adult
24.0,female,High School,78969.0,0,MORTGAGE,2500.0,PERSONAL,6.39,0.03,3.0,673,Yes,0,0.031657992376755435,Low,Good,Medium,Young
26.0,male,High School,55499.0,3,RENT,9400.0,EDUCATION,9.91,0.17,2.0,614,Yes,0,0.16937242112470494,Medium,Average,Medium,Adult
23.0,male,Associate,53660.0,0,RENT,9400.0,VENTURE,16.32,0.18,3.0,658,No,1,0.17517704062616474,Medium,Average,Medium,Young
26.0,female,Master,79258.0,2,MORTGAGE,6000.0,EDUCATION,11.36,0.08,4.0,638,Yes,0,0.0757021373236771,Low,Average,Medium,Adult
24.0,female,Associate,78929.0,2,OWN,6000.0,PERSONAL,11.36,0.08,2.0,691,Yes,0,0.07601768678179123,Low,Good,Medium,Young
24.0,female,Bachelor,79421.0,0,MORTGAGE,3000.0,DEBTCONSOLIDATION,12.73,0.04,3.0,662,Yes,0,0.03777338487301847,Low,Average,Medium,Young
23.0,male,Associate,61779.0,1,RENT,9400.0,EDUCATION,9.99,0.15,4.0,676,No,0,0.1521552631152981,Medium,Good,Medium,Young
